review,rating,date,bank,source,bank_id,sentiment_label,sentiment_score,identified_theme
excellent app,5,2025-09-12,CBE,Google Play,1,POSITIVE,0.9998356103897096,Other
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play,1,NEGATIVE,0.9993560910224916,Other
love,5,2025-09-12,CBE,Google Play,1,POSITIVE,0.9998735189437866,Other
hasasa bank,1,2025-09-11,CBE,Google Play,1,POSITIVE,0.8199579119682312,Other
all ways trusted.,5,2025-09-11,CBE,Google Play,1,POSITIVE,0.9988715052604676,Other
best mb application in ethiopia financial sector.,5,2025-09-11,CBE,Google Play,1,POSITIVE,0.9990665316581726,Other
i like this app,5,2025-09-11,CBE,Google Play,1,POSITIVE,0.9996516704559326,Other
am tired why i have to update every 5 day,1,2025-09-11,CBE,Google Play,1,NEGATIVE,0.9996090531349182,Other
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,1,NEGATIVE,0.9974377155303956,Other
good morning 🙏,5,2025-09-10,CBE,Google Play,1,POSITIVE,0.9997515082359314,Other
am happy 😃,5,2025-09-09,CBE,Google Play,1,POSITIVE,0.9998183846473694,Other
wowww,5,2025-09-08,CBE,Google Play,1,POSITIVE,0.9972698092460632,Other
kehru nasir abfixa,5,2025-09-08,CBE,Google Play,1,POSITIVE,0.8188510537147522,Other
it is well organized.,5,2025-09-08,CBE,Google Play,1,POSITIVE,0.9998693466186525,Other
can't see the nearest branch or atm available,2,2025-09-08,CBE,Google Play,1,NEGATIVE,0.9962969422340392,Other
the app does not open,1,2025-09-07,CBE,Google Play,1,NEGATIVE,0.9997572302818298,Other
from monk,3,2025-09-06,CBE,Google Play,1,POSITIVE,0.9398741722106934,Other
"amazing, delightful and seamless mobile banking application, i have ever experienced!! indeed, i feel great proud to be part of your stakeholder! my first choice bank, commercial bank of ethiopia, the pioneer and leading in digital banking services in ethiopia! five stars ⭐⭐⭐⭐⭐ are little to you! thank you so much🙏",5,2025-09-06,CBE,Google Play,1,POSITIVE,0.9996967315673828,Other
incredible,5,2025-09-06,CBE,Google Play,1,POSITIVE,0.99987530708313,Other
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,CBE,Google Play,1,NEGATIVE,0.957039713859558,Other
it's the best money transfer app ever,5,2025-09-06,CBE,Google Play,1,POSITIVE,0.9996806383132936,Transaction Performance
it is nice,5,2025-09-05,CBE,Google Play,1,POSITIVE,0.9998648166656494,Other
user friendly. best.,5,2025-09-05,CBE,Google Play,1,POSITIVE,0.9997245669364928,Other
🙏,5,2025-09-05,CBE,Google Play,1,NEGATIVE,0.6970565915107727,Other
አሪፍ,5,2025-09-05,CBE,Google Play,1,NEGATIVE,0.6970565915107727,Other
best app!!!,5,2025-09-05,CBE,Google Play,1,POSITIVE,0.9997482895851136,Other
"it is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. so please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. we do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number how can i know who tranfers to me???",4,2025-09-05,CBE,Google Play,1,NEGATIVE,0.9859862327575684,User Interface & Experience
very good app,5,2025-09-05,CBE,Google Play,1,POSITIVE,0.9998675584793092,Other
jabirabdala,5,2025-09-04,CBE,Google Play,1,NEGATIVE,0.9328044652938844,Other
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,1,NEGATIVE,0.9997835755348206,Other
"i think it is a good app to use easily. however, i have one more comment: the app does not automatically sync or update the balance in real time. please review this issue. for example, when someone transfers money, the receiver's app does not sync automatically. it requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,1,NEGATIVE,0.9977512955665588,Transaction Performance
waw!!! i am proud!!! my strong bank works at best even in a remote location here in malabo (ecuatorial guinea). mewolid mubarak cbe!!!,5,2025-09-04,CBE,Google Play,1,POSITIVE,0.9996813535690308,User Interface & Experience
zinaa ahmed,5,2025-09-04,CBE,Google Play,1,POSITIVE,0.924660325050354,Other
absolutely excellent,5,2025-09-04,CBE,Google Play,1,POSITIVE,0.99985933303833,Other
amazing app,5,2025-09-03,CBE,Google Play,1,POSITIVE,0.9998670816421508,Other
perfect and easy,5,2025-09-03,CBE,Google Play,1,POSITIVE,0.9998718500137328,Other
fastest,5,2025-09-03,CBE,Google Play,1,POSITIVE,0.999160885810852,Other
my account is not working,4,2025-09-03,CBE,Google Play,1,NEGATIVE,0.9997815489768982,Other
the recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play,1,NEGATIVE,0.999637246131897,Other
topp,5,2025-09-02,CBE,Google Play,1,POSITIVE,0.9706206321716307,Other
i appreciate it,5,2025-09-01,CBE,Google Play,1,POSITIVE,0.999839186668396,Other
v.good app,5,2025-09-01,CBE,Google Play,1,POSITIVE,0.9952701926231384,Other
sahib amin jamal,1,2025-08-31,CBE,Google Play,1,POSITIVE,0.8987875580787659,Other
installi,5,2025-08-31,CBE,Google Play,1,NEGATIVE,0.9575467109680176,Other
very good apps,5,2025-08-30,CBE,Google Play,1,POSITIVE,0.9998751878738404,Other
👍👍👍👍,1,2025-08-30,CBE,Google Play,1,NEGATIVE,0.6970565915107727,Other
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,Google Play,1,NEGATIVE,0.9997796416282654,Other
"i would like to give you some feedback on current update, its very nice and easy to use👍 but in some button there is still not improved for example while iwant to check my recent txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make high txn daily. improve and miximize the txn shown to 300 up to 500. make searchable recent txn button! all in all the bank i relly on! cbe my bank !",5,2025-08-29,CBE,Google Play,1,NEGATIVE,0.9962132573127748,Other
tinishu titiba,5,2025-08-29,CBE,Google Play,1,NEGATIVE,0.715971827507019,Other
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play,1,POSITIVE,0.9995421171188354,User Interface & Experience
yuuuuu,5,2025-08-29,CBE,Google Play,1,NEGATIVE,0.9227678775787354,Other
i found it very much friendly,5,2025-08-29,CBE,Google Play,1,POSITIVE,0.9997764229774476,Other
"very useful app, while we use cbe.",5,2025-08-28,CBE,Google Play,1,POSITIVE,0.9981263279914856,Other
woooow,5,2025-08-28,CBE,Google Play,1,POSITIVE,0.9561602473258972,Other
redmi,1,2025-08-28,CBE,Google Play,1,POSITIVE,0.9882866740226746,Other
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play,1,NEGATIVE,0.932232677936554,Other
kamil aweil,5,2025-08-28,CBE,Google Play,1,POSITIVE,0.9943663477897644,Other
in your next update can you come with night mode future,5,2025-08-27,CBE,Google Play,1,NEGATIVE,0.6754571199417114,Other
"truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as telebirr super app, thus, cbe is my top ultimate choice that i prefer over the other bank due to its beautiful power of lead as a result i could recommend cbe to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. thank you !",5,2025-08-27,CBE,Google Play,1,POSITIVE,0.9994266033172609,Other
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play,1,NEGATIVE,0.9957265853881836,Other
not prefect transfer to other bank the mony not deliverd imidetliy take three or five days,1,2025-08-27,CBE,Google Play,1,NEGATIVE,0.9938229322433472,Transaction Performance
let us know before you shut down the app,4,2025-08-27,CBE,Google Play,1,NEGATIVE,0.9973037242889404,Other
excited,5,2025-08-27,CBE,Google Play,1,POSITIVE,0.9997768998146056,Other
amizing,5,2025-08-26,CBE,Google Play,1,NEGATIVE,0.9881718754768372,Other
love it,5,2025-08-26,CBE,Google Play,1,POSITIVE,0.99987530708313,Other
yes it is v good,5,2025-08-26,CBE,Google Play,1,POSITIVE,0.9994988441467284,Other
a great update in the mobile banking application. thanks for the system and customization department,5,2025-08-26,CBE,Google Play,1,POSITIVE,0.9994227886199952,Other
this app is smart.,5,2025-08-26,CBE,Google Play,1,POSITIVE,0.9998302459716796,Other
i am happy,5,2025-08-26,CBE,Google Play,1,POSITIVE,0.9998801946640016,Other
still i have not face critical problems sometimes delay to open,4,2025-08-26,CBE,Google Play,1,POSITIVE,0.9847295880317688,Transaction Performance
ጤና ከድረ,5,2025-08-25,CBE,Google Play,1,NEGATIVE,0.7850590348243713,Other
the connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,1,NEGATIVE,0.999581515789032,Other
i have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,1,NEGATIVE,0.99432772397995,Account Access Issues
thank you,5,2025-08-25,CBE,Google Play,1,POSITIVE,0.9998352527618408,Other
muktaar abraahim,5,2025-08-25,CBE,Google Play,1,NEGATIVE,0.9458082318305968,Other
🤞good one,5,2025-08-24,CBE,Google Play,1,POSITIVE,0.8484408259391785,Other
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,1,NEGATIVE,0.9931118488311768,Other
one of the worst mobile banking apps in ethiopia. you can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,1,NEGATIVE,0.9997283816337584,Account Access Issues
i like it and aprshat.,4,2025-08-23,CBE,Google Play,1,POSITIVE,0.999653697013855,Other
"the app has some issues i updated recently and now i am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update i keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9994633793830872,Other
best app and easy to use,5,2025-08-23,CBE,Google Play,1,POSITIVE,0.9996281862258912,Other
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9990184307098388,Transaction Performance
list of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play,1,POSITIVE,0.6906006336212158,Other
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9997877478599548,Transaction Performance
i don't like this app and there service fee is highl,5,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9943022727966307,Other
አዲሱ update ጥሩ አይደለም. update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9872555732727052,Other
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9990196228027344,Other
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9775184988975524,Other
"this app stooped working after i updated it. it says change password and i did, but it doesn't open with the new password. i don't like it.",1,2025-08-23,CBE,Google Play,1,NEGATIVE,0.9994884729385376,Account Access Issues
best and secured application,5,2025-08-23,CBE,Google Play,1,POSITIVE,0.9997896552085876,Other
this application is excellent .,5,2025-08-22,CBE,Google Play,1,POSITIVE,0.9998652935028076,Other
"the new update is very bugged. can't view the names of account holders i previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play,1,NEGATIVE,0.9997369647026062,Other
thise app is great,5,2025-08-22,CBE,Google Play,1,POSITIVE,0.9997069239616394,Other
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,Google Play,1,NEGATIVE,0.9994959831237792,Other
"i love this app. really, but with some downsides too. screenshot is mandatory after every transaction as to me, i need screenshots not downloaded recipient. it would be even better if transaction history is available via this app for months that we can access directly or via calender ways. thanks.",4,2025-08-22,CBE,Google Play,1,NEGATIVE,0.9867143034934998,Account Access Issues
👍,5,2025-08-22,CBE,Google Play,1,NEGATIVE,0.6970565915107727,Other
it is good app,5,2025-08-22,CBE,Google Play,1,POSITIVE,0.9998652935028076,Other
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,Google Play,1,POSITIVE,0.9997432827949524,Other
"i use the commercial bank of ethiopia mobile app, and it’s fantastic! the interface is user-friendly, making it easy to check balances and transfer money. i love the bill payment feature, and the security measures give me peace of mind. overall, it’s a reliable app that has simplified my banking experience. highly recommend!",5,2025-08-22,CBE,Google Play,1,POSITIVE,0.9998327493667604,Transaction Performance
i don' want,5,2025-08-22,CBE,Google Play,1,NEGATIVE,0.9935491681098938,Other
"it's very nice simple and convenient app! but i have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play,1,NEGATIVE,0.7717221975326538,Other
one of the best,5,2025-08-22,CBE,Google Play,1,POSITIVE,0.999864101409912,Other
"why is it every time the app is updated history of previous account numbers keeps missing , why??",1,2025-08-21,CBE,Google Play,1,NEGATIVE,0.9994832277297974,Other
you guys charge way to much when we transfer money from cbe to telebirr via this app,3,2025-08-21,CBE,Google Play,1,NEGATIVE,0.9921815395355223,Transaction Performance
not bad apk,1,2025-08-21,CBE,Google Play,1,POSITIVE,0.9990298748016356,Other
yes these app is so good for our saving and marketing system go ethiopia go!!!,5,2025-08-21,CBE,Google Play,1,POSITIVE,0.9989866614341736,Other
best mobile banking app that have seen .,5,2025-08-21,CBE,Google Play,1,POSITIVE,0.9996659755706788,Other
it's very helpful apps,5,2025-08-21,CBE,Google Play,1,POSITIVE,0.9997400641441344,Customer Support
every major update means you have to go back to ethiopia to make the app work. in 2025?,2,2025-08-21,CBE,Google Play,1,NEGATIVE,0.9881246089935304,Other
"unable to connect, pls. improve the system",5,2025-08-20,CBE,Google Play,1,NEGATIVE,0.9995279312133788,Other
well app,5,2025-08-20,CBE,Google Play,1,POSITIVE,0.9993765950202942,Other
"smart service but, your service charge is too high",5,2025-08-20,CBE,Google Play,1,NEGATIVE,0.997087299823761,Other
perfect 👌 keep,5,2025-08-20,CBE,Google Play,1,POSITIVE,0.99981290102005,Other
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play,1,NEGATIVE,0.9480838775634766,Other
excellent plus,5,2025-08-20,CBE,Google Play,1,POSITIVE,0.9998642206192015,Other
would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play,1,NEGATIVE,0.9983863830566406,Other
so disappointing :((,1,2025-08-20,CBE,Google Play,1,NEGATIVE,0.9998121857643129,Other
what nice app i never usedyet,4,2025-08-20,CBE,Google Play,1,POSITIVE,0.9993265867233276,Other
excellent,5,2025-08-20,CBE,Google Play,1,POSITIVE,0.9998434782028198,Other
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play,1,NEGATIVE,0.7793749570846558,Other
"this app is pretty good. the recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why i gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play,1,NEGATIVE,0.9711772799491882,Other
send money for some account but don't reserved ball,5,2025-08-20,CBE,Google Play,1,NEGATIVE,0.9694756269454956,Other
very good🙏🙏,5,2025-08-19,CBE,Google Play,1,POSITIVE,0.8243637084960938,Other
i recognized thank you,5,2025-08-19,CBE,Google Play,1,POSITIVE,0.9998434782028198,Other
best feature!!,5,2025-08-19,CBE,Google Play,1,POSITIVE,0.9998444318771362,Other
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play,1,NEGATIVE,0.9997368454933168,Other
good bank ethiopian very nic,5,2025-08-18,CBE,Google Play,1,POSITIVE,0.9994763731956482,Other
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play,1,POSITIVE,0.9907084703445436,Other
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play,1,NEGATIVE,0.9865872263908386,Other
change mobile banking cbe,5,2025-08-18,CBE,Google Play,1,POSITIVE,0.582142174243927,Other
the process of updating is not functioning easily. installing is easy than updating. screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play,1,NEGATIVE,0.7523461580276489,Other
adisi deti,5,2025-08-17,CBE,Google Play,1,POSITIVE,0.7580509781837463,Other
this app is the good apps,5,2025-08-17,CBE,Google Play,1,POSITIVE,0.999853253364563,Other
አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም። please አስተካክሉት,2,2025-08-15,CBE,Google Play,1,NEGATIVE,0.9526928067207336,Other
congra ethio,5,2025-08-15,CBE,Google Play,1,POSITIVE,0.980097472667694,Other
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play,1,NEGATIVE,0.8616330027580261,Other
i don't think it is compatible with the new android version 16 it fails to open. please update it or find a solution.,1,2025-08-14,CBE,Google Play,1,NEGATIVE,0.9997748732566832,Other
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from cbe mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play,1,NEGATIVE,0.9974616765975952,Transaction Performance
this apk best for most of people,5,2025-08-13,CBE,Google Play,1,POSITIVE,0.9989105463027954,Other
good keep it up,5,2025-08-13,CBE,Google Play,1,POSITIVE,0.9998568296432496,Other
very nice app,5,2025-08-12,CBE,Google Play,1,POSITIVE,0.9998562335968018,Other
most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play,1,NEGATIVE,0.9996015429496764,Other
cbe. noor,2,2025-08-12,CBE,Google Play,1,POSITIVE,0.7760332822799683,Other
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play,1,NEGATIVE,0.9912410378456116,Other
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play,1,NEGATIVE,0.8616330027580261,Other
this is so good,5,2025-08-11,CBE,Google Play,1,POSITIVE,0.9998397827148438,Other
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play,1,NEGATIVE,0.6970565915107727,Other
very interesting 🤔,5,2025-08-10,CBE,Google Play,1,POSITIVE,0.9997901320457458,Other
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play,1,POSITIVE,0.9997368454933168,Other
"i like your app to order atm card through it, i get it new on your app",5,2025-08-09,CBE,Google Play,1,POSITIVE,0.8364057540893555,Other
very bad app,1,2025-08-09,CBE,Google Play,1,NEGATIVE,0.9997768998146056,Other
good 👍,5,2025-08-09,CBE,Google Play,1,POSITIVE,0.9998576641082764,Other
it is the best transferring ap,5,2025-08-08,CBE,Google Play,1,POSITIVE,0.999705970287323,Transaction Performance
it's good but add some more please,3,2025-08-08,CBE,Google Play,1,POSITIVE,0.9998283386230468,Other
best servis app,4,2025-08-07,CBE,Google Play,1,POSITIVE,0.99943345785141,Other
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play,1,POSITIVE,0.996921956539154,Other
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play,1,NEGATIVE,0.9954419136047364,Other
good app,5,2025-08-07,CBE,Google Play,1,POSITIVE,0.9998493194580078,Other
"the most disgusting app,",1,2025-08-07,CBE,Google Play,1,NEGATIVE,0.9976406097412108,Other
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play,1,NEGATIVE,0.964240312576294,Other
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play,1,NEGATIVE,0.9917572140693665,Other
best one,5,2025-08-05,CBE,Google Play,1,POSITIVE,0.999826967716217,Other
awesome,5,2025-08-05,CBE,Google Play,1,POSITIVE,0.9998682737350464,Other
so good,5,2025-08-04,CBE,Google Play,1,POSITIVE,0.999841570854187,Other
worst experience,1,2025-08-04,CBE,Google Play,1,NEGATIVE,0.9998027682304382,Other
the 1st one is cbe,5,2025-08-04,CBE,Google Play,1,POSITIVE,0.9928787350654602,Other
make the reason we wrote visible on app transaction.,2,2025-12-01,BOA,Google Play,2,NEGATIVE,0.9711726903915404,Other
app is note active working crash,1,2025-11-30,BOA,Google Play,2,NEGATIVE,0.848737895488739,Other
🙏👍,5,2025-11-29,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
very good,5,2025-11-28,BOA,Google Play,2,POSITIVE,0.9998520612716676,Other
goof,5,2025-11-28,BOA,Google Play,2,NEGATIVE,0.9975278973579408,Other
good!,5,2025-11-28,BOA,Google Play,2,POSITIVE,0.9998268485069276,Other
good jop,5,2025-11-27,BOA,Google Play,2,POSITIVE,0.9998409748077391,Other
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play,2,NEGATIVE,0.9998053908348083,Other
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,2,NEGATIVE,0.999765694141388,User Interface & Experience
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,2,NEGATIVE,0.8337252736091614,Other
most of the time is not working properly,1,2025-11-25,BOA,Google Play,2,NEGATIVE,0.9997636675834656,Other
good service,5,2025-11-25,BOA,Google Play,2,POSITIVE,0.9998499155044556,Other
not use for me,3,2025-11-23,BOA,Google Play,2,NEGATIVE,0.9953739047050476,Other
it keeps notifying me to disable developer options and quiet while i'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,2,NEGATIVE,0.9968326687812804,User Interface & Experience
waw,5,2025-11-21,BOA,Google Play,2,NEGATIVE,0.7346178889274597,Other
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,2,NEGATIVE,0.9983174800872804,Other
i cant belive i could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,2,NEGATIVE,0.999693751335144,Other
it is a good app,5,2025-11-18,BOA,Google Play,2,POSITIVE,0.9998643398284912,Other
it is not working at all,1,2025-11-15,BOA,Google Play,2,NEGATIVE,0.9997811913490297,Other
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,2,POSITIVE,0.8251601457595825,Other
when trying to activate the app it keeps on loading on the security questions page. it has been two days,1,2025-11-13,BOA,Google Play,2,NEGATIVE,0.9952510595321656,Other
fast and simple,5,2025-11-11,BOA,Google Play,2,POSITIVE,0.9997392296791076,Other
best of best,5,2025-11-10,BOA,Google Play,2,POSITIVE,0.9997496008872986,Other
worest banking app ever i seen. fake app bad better to leave,1,2025-11-10,BOA,Google Play,2,NEGATIVE,0.9993888139724731,Other
"i would like to share feedback regarding the application. it frequently experiences disruptions and does not function properly, often freezing or failing to load. this issue is affecting workflow and efficiency. kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,2,NEGATIVE,0.9947029948234558,Other
meet you genuine.app i tried is not functional.helping.welldoingwith boa ethiopia .fastandrelevant.morconnecting digitalyworld.digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,2,NEGATIVE,0.8848855495452881,User Interface & Experience
"barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,2,NEGATIVE,0.9997532963752748,Other
my fav app,5,2025-11-07,BOA,Google Play,2,POSITIVE,0.9846561551094056,Other
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play,2,NEGATIVE,0.9977949857711792,Other
"your application is very irritating to use, some functionality doesn't even work like on the card management. you need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,2,NEGATIVE,0.9985816478729248,Other
i like,5,2025-11-02,BOA,Google Play,2,POSITIVE,0.9998149275779724,Other
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,2,NEGATIVE,0.9608768820762634,Other
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,2,NEGATIVE,0.9083430767059326,Transaction Performance
"the worst app ever,",1,2025-10-30,BOA,Google Play,2,NEGATIVE,0.9997932314872742,Other
better,5,2025-10-29,BOA,Google Play,2,POSITIVE,0.999264657497406,Other
"i kindly request that bank of abyssinia address issues with its mobile app. it is very slow, has numerous problems, and frequently experiences downtime. the user experience is also poor. thank you.",1,2025-10-28,BOA,Google Play,2,NEGATIVE,0.99928218126297,Transaction Performance
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play,2,NEGATIVE,0.9996218681335448,Other
kiyaa makonn,5,2025-10-27,BOA,Google Play,2,POSITIVE,0.7175909876823425,Other
very very lazy app,1,2025-10-26,BOA,Google Play,2,NEGATIVE,0.9996856451034546,Other
telebirr remittance,5,2025-10-24,BOA,Google Play,2,NEGATIVE,0.9799609780311584,Other
the best bank in 🇪🇹,5,2025-10-23,BOA,Google Play,2,POSITIVE,0.9998179078102112,Other
its good,5,2025-10-22,BOA,Google Play,2,POSITIVE,0.9998385906219482,Other
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,2,NEGATIVE,0.9997914433479308,Other
good for mb appliciation,5,2025-10-21,BOA,Google Play,2,POSITIVE,0.9943337440490724,Other
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play,2,NEGATIVE,0.9997623562812804,Transaction Performance
try to easy network,4,2025-10-17,BOA,Google Play,2,NEGATIVE,0.9987332224845886,Other
hussen hassen umer,5,2025-10-16,BOA,Google Play,2,POSITIVE,0.8681215047836304,Other
"the app is not suitable and lacks a good ui design. as a large bank, you must update your app with a professional ui that is fast and appropriate.",2,2025-10-16,BOA,Google Play,2,NEGATIVE,0.9988431930541992,User Interface & Experience
an exceptional banking app.,5,2025-10-16,BOA,Google Play,2,POSITIVE,0.9997233748435974,Other
alhamdulilah,5,2025-10-11,BOA,Google Play,2,POSITIVE,0.8558264374732971,Other
poor,5,2025-10-11,BOA,Google Play,2,NEGATIVE,0.9997912049293518,Other
best of best,5,2025-10-09,BOA,Google Play,2,POSITIVE,0.9997496008872986,Other
from the last week updates the app is not working please check the problems,1,2025-10-08,BOA,Google Play,2,NEGATIVE,0.9996919631958008,Other
it's always crushing,1,2025-10-08,BOA,Google Play,2,NEGATIVE,0.999380588531494,Other
office branches have to improve their services please,4,2025-10-07,BOA,Google Play,2,POSITIVE,0.6649660468101501,Other
